fighter_id,name,weightclass,wins,losses,draws,currentElo,maxElo
1709,Ramazan Emeev,Middleweight,5,3,0,1555.4210635698491,1647.02080634038
1710,Salim Touahri,Welterweight,0,3,0,1410.1474575486054,1500.0
1711,Aspen Ladd,Women's Bantamweight,4,3,0,1556.1657631532128,1625.841148989391
1712,Marcelo Golm,Heavyweight,1,3,0,1413.6764224112187,1542.2170614586028
1713,Karl Roberson,Middleweight,4,6,0,1431.513545496324,1586.3751433750922
1714,Jessica-Rose Clark,Women's Flyweight,4,5,0,1421.2440618256728,1578.3353698501603
1715,Shane Young,Catch Weight,2,5,0,1393.8463895529012,1549.2216864671097
1716,Tai Tuivasa,Heavyweight,8,8,0,1576.2383009906307,1724.3960388986034
1717,Nadia Kassem,Women's Strawweight,1,2,0,1447.688229893895,1535.6884878699207
1718,Adam Wieczorek,Heavyweight,2,1,0,1533.8223564948419,1576.4869717951997
1719,Wang Guan,Featherweight,1,0,0,1544.7054237403063,1544.7054237403063
1720,Muslim Salikhov,Welterweight,8,4,0,1676.3867916741415,1697.63660074357
1721,Sheymon Moraes,Featherweight,2,3,0,1472.3651754688726,1547.5191020260795
1722,Song Kenan,Welterweight,6,5,0,1512.8648311824397,1610.4027877004726
1723,Yan Xiaonan,Women's Strawweight,9,3,0,1693.9164265083673,1693.9164265083673
1724,Song Yadong,Featherweight,11,3,1,1779.6779024469079,1779.6779024469079
1725,Bharat Kandare,Featherweight,0,1,0,1452.0,1500.0
1726,Wu Yanan,Women's Bantamweight,1,5,0,1364.563358134068,1512.1152906257144
1727,Wulijiburen,Featherweight,0,3,0,1377.890738162607,1500.0
1728,Hu Yaozong,Heavyweight,0,3,0,1365.752716766095,1500.0
1729,Nicco Montano,Women's Flyweight,1,1,0,1520.734255847227,1553.1226039485248
1730,Sean O'Malley,Bantamweight,10,3,0,1811.3121005675425,1842.0818184323925
1731,Barb Honchak,Women's Flyweight,0,2,0,1401.1370122005517,1500.0
1732,DeAnna Bennett,Women's Flyweight,0,0,1,1500.0,1500.0
1733,Melinda Fabian,Women's Flyweight,0,1,1,1461.2851125177312,1500.0
