fighter_id,name,z_score_composite,scaled_z_score_composite
1757,Priscila Cachoeira,-0.12586290757613455,1790.6121962010438
1758,Polyana Viana,0.14590280113638202,1875.9679294499706
1760,Israel Adesanya,-0.5615082875134402,1653.7854014695881
1763,Geoff Neal,-0.05067065247476871,1814.2284577935125
1765,Marcin Prachnio,-0.05266718968667154,1813.6013886224678
1767,Yana Santos,0.17437047765099206,1884.9090111423934
1768,Mackenzie Dern,-0.18508395753239715,1772.0121448305622
1769,Alexander Hernandez,-0.093283543228254,1800.8446701429234
1772,Hakeem Dawodu,-0.2199126314601911,1761.0732113820477
1773,Magomed Ankalaev,-0.3307270416947216,1726.2688010503473
1779,Ricky Simon,-0.1526771961599113,1782.1904079097267
1780,Andrea Lee,-0.2849147189500033,1740.6574611143308
1783,Molly McCann,0.2826337737408439,1918.9121716789948
1786,Nathaniel Wood,0.13879511999359825,1873.7355604784914
1789,Petr Yan,-0.05613821411775524,1812.5112148958278
1793,Brad Katona,-0.09098673613160754,1801.5660475926184
1799,Bryce Mitchell,0.11263749011540496,1865.5200144889527
1801,Blagoy Ivanov,-0.6120561862791488,1637.9093993654976
1802,Said Nurmagomedov,-0.22165201139808433,1760.5269097507612
1803,Raoni Barcelos,0.1208694011922123,1868.1054797756867
1804,Jennifer Maia,-0.1209394696593257,1792.1585416008577
1806,Abu Azaitar,0.12021623827562328,1867.9003354256488
1812,Kevin Holland,-0.07356783185991483,1807.0369488095043
1813,Montel Jackson,0.19295744396192996,1890.7467753910885
1815,Zhang Weili,0.11325902490618761,1865.715225128508
1822,Marina Rodriguez,-0.20841335638853953,1764.6848850557494
1823,Ryan Spann,-0.19914327022449496,1767.596418690958
1825,Mayra Bueno Silva,-0.09930127255311443,1798.9546314715603
1828,Jalin Turner,0.20782548015725272,1895.4165040976113
1829,Jonathan Martinez,0.16919197873772485,1883.2825565982762
1833,Thiago Moises,-0.06570136660233443,1809.5076354657385
1834,Maycee Barber,0.09024763768953745,1858.487845933917
1838,Johnny Walker,0.08126969425713634,1855.6680680142877
1843,Sergei Pavlovich,0.27913377800053685,1917.8128986905176
1844,Vince Morales,-0.23457305119784122,1756.4686905159956
1846,Sumudaerji,0.008508380688165448,1832.8153125976562
1849,Macy Chiasson,0.36132478018675546,1943.6273154221371
1850,Pannie Kianzad,0.3215403046008845,1931.131871822414
1851,Edmen Shahbazyan,-0.16192934192646957,1779.2845089654784
1857,Julija Stoliarenko,-0.5069559717942499,1670.9191043591022
1858,Roosevelt Roberts,0.0454574469458994,1844.4202154319146
1859,Chris Gutierrez,-0.2870274321465298,1739.9939035783616
1860,Sodiq Yusuff,0.18138332218033537,1887.1115939840574
1862,Jimmy Crute,0.19857744389143084,1892.511895858693
1863,Kai Kara-France,-0.3054246403975591,1734.215738233517
1864,Damir Ismagulov,-0.5646512257047868,1652.7982725372835
1866,Kyle Nelson,-0.23860809725199392,1755.2013697922846
1872,Ariane da Silva,0.10036575964831569,1861.665729276834
1873,Alonzo Menifield,-0.2018570384334224,1766.7440827710288
1875,Mario Bautista,0.18431861997227678,1888.0335075563107
1878,Anthony Hernandez,0.2631186232905823,1912.782884860446
1879,Taila Santos,-0.2439540165318339,1753.5223321308297
1880,Jairzinho Rozenstruik,-0.4044898828528971,1703.1014874720165
1887,Kron Gracie,,
1889,Ismail Naurdiev,-0.6915666681304005,1612.9368761154496
1890,Joel Alvarez,0.3677026146740203,1945.6304553391628
1892,Grant Dawson,0.16851331339914274,1883.069402488879
1898,Kennedy Nzechukwu,-0.13110639608336888,1788.9653298306043
1904,Arman Tsarukyan,-0.23501547480699636,1756.3297348260194
1906,Movsar Evloev,-0.20539632953417383,1765.6324679594427
1907,SeungWoo Choi,-0.06991019808993382,1808.185732494804
1909,Rafael Fiziev,-0.06630058750495274,1809.319433136006
1911,Takashi Sato,-0.4016758394582247,1703.9853176597342
1912,Virna Jandiroba,-0.5275855358265731,1664.4398043292101
1913,Mike Davis,0.17426740589483197,1884.8766385323022
1914,Serghei Spivac,0.011232558267557764,1833.670917875787
1915,Marc-Andre Barriault,0.04592182018843473,1844.5660650271616
1918,Luana Carolina,-0.24459178203146034,1753.3220237765513
1920,Viviane Araujo,-0.12456151597129826,1791.0209351666808
1923,Austin Hubbard,-0.28042365974195166,1742.0680057102022
1924,Charles Jourdain,0.14197487899760447,1874.7342540319482
1925,Michel Pereira,-0.19341499839398182,1769.395545021719
1934,Journey Newson,-0.5447166271714201,1659.0592989298311
1937,Amanda Ribas,-0.1720011572737561,1776.1211695280335
1939,Julia Avila,0.01978630317045129,1836.357464208912
1940,Wellington Turman,-0.19099155947243648,1770.1566947897027
1948,Hannah Goldy,-0.07318954128244537,1807.1557617008514
1950,Rodolfo Vieira,-0.009735377219930718,1827.0853426877707
1951,Ciryl Gane,-0.20810157862301804,1764.7828077109398
1955,Mizuki,-0.13127921099993883,1788.911052401748
1956,JunYong Park,0.056751098603661065,1847.9673072371058
1957,Da Woon Jung,-0.3375911222958653,1724.1129417421
1959,Alatengheili,-0.2748093635913331,1743.8313347441813
1960,Batgerel Danaa,0.11078695567180988,1864.9388016307016
1961,Karol Rosa,0.6460797904789803,2033.0627074550216
1963,Lerone Murphy,0.11448497967777728,1866.1002710158455
1965,Ottman Azaitar,,
1966,Fares Ziam,-0.433322452549236,1694.0458007205834
1968,Miles Johns,-0.5665864595371242,1652.1904574323173
1972,Ariane Carnelossi,0.9035819237740497,2113.9385600586847
1973,Tyson Nam,,
1974,Mark Madsen,-0.08733775198488739,1802.7121146182653
1975,Makhmud Muradov,0.20006725859591104,1892.9798144460244
1976,Giga Chikadze,-0.4341183962129008,1693.7958120249573
1977,Jack Shore,0.10022740789674472,1861.6222759829745
1979,Justin Tafa,,
1982,Jamie Mullarkey,-0.2129741136433297,1763.252449810342
1983,Zarah Fairn,,
1984,Bruno Silva,0.04108215277528325,1843.046030131341
1985,Miguel Baeza,,
1987,Jonathan Pearce,0.11657575902741771,1866.7569396047402
1988,Diana Belbita,0.008722684355325527,1832.882620746043
1989,Sean Woodson,-0.3175584227759415,1730.4047795334798
1990,Sean Brady,-0.07189629425296234,1807.5619426314643
1991,Brendan Allen,0.11642509298317974,1866.709618657802
1992,Tanner Boser,-0.27820069935379754,1742.7661895054025
1993,Don'Tale Mayes,-0.15858111134210395,1780.3361157997952
1994,Loma Lookboonmee,-0.2874422548322674,1739.8636167416698
1996,Roman Kopylov,-0.21323534011756365,1763.1704042227734
1997,Abubakar Nurmagomedov,-1.0511484912726528,1500.0
1998,Andre Muniz,-0.26023151044862886,1748.4099232279364
2001,Tracy Cortez,-0.2815814973461556,1741.7043539523766
2002,Billy Quarantillo,0.5426292972423403,2000.5711442368035
2004,Joe Solecki,-0.02564092733916607,1822.0897532898787
2006,Chase Hooper,0.48029944989917944,1980.9946868225347
2007,Punahele Soriano,0.6656149330283746,2039.1982733596578
2009,Ode Osbourne,-0.43282695007814276,1694.2014273334742
2010,Aleksa Camur,-0.09283329144813317,1800.986084492147
2011,Jamahal Hill,0.10420487073357913,1862.8715110631351
2013,Herbert Burns,0.24584587336271788,1907.3578875629473
2014,Nate Landwehr,0.35114685712388755,1940.4306498453877
2015,Khaos Williams,,
2016,Youssef Zalal,-0.3740385106605413,1712.6656050872527
2017,Austin Lingo,-0.11620442819016724,1793.645715749792
2019,Daniel Rodriguez,0.44898720660175484,1971.1601882061263
2021,Josh Culibao,-0.5723278701698541,1650.3872044878544
2022,Norma Dumont,0.07350529288250719,1853.2294374169612
2024,Kyler Phillips,-0.10380738575060885,1797.539358743088
2025,Steve Garcia,0.16624812979635623,1882.3579572948724
2026,TJ Brown,0.39961442996487523,1955.6532665553366
2029,Jamall Emmers,-0.22858504015726092,1758.3493953168065
2030,David Dvorak,-0.3620684215119975,1716.4251512830158
2031,Philipe Lins,-0.4177990991127035,1698.921350403929
2034,Rodrigo Nascimento,-0.14438415202731852,1784.7950737675224
2035,Gabe Green,0.24351274662805988,1906.6251029002212
2036,Brandon Royval,0.04467231869779851,1844.1736236244765
2037,Mariya Agapova,0.13459538536144772,1872.4165146331698
2047,Jinh Yu Frey,-0.5810594233179786,1647.644812429302
2048,Jiri Prochazka,0.41949425562752635,1961.897089973439
2050,Maxim Grishin,-0.6377244568954904,1629.8475505396498
2051,Zhalgas Zhumagulov,-0.06803483427646287,1808.774743721296
2053,Khamzat Chimaev,0.0864818921872316,1857.3051066909825
2054,Modestas Bukauskas,-0.159169906354852,1780.1511880166524
2056,Roman Dolidze,0.004538984181573282,1831.5686109774224
2057,Amir Albazi,-0.31489427559731625,1731.2415305606492
2058,Malcolm Gordon,-0.2902556687823692,1738.9799842488828
2060,Rhys McKee,,
2061,Jai Herbert,-0.2256727887254023,1759.2640705256442
2062,Tom Aspinall,0.9873713686153902,2140.255013068283
2064,John Castaneda,0.19690982015871064,1891.9881313000074
2065,Nate Maness,0.02767279377403787,1838.8344403933577
2066,Johnny Munoz,-0.7845314647484891,1583.7386434934365
2068,Cody Durden,0.09203649777019798,1859.0496882082343
2069,Joaquin Buckley,-0.3382226004614876,1723.9146081034937
2070,Alexander Munoz,,
2074,Chris Daukaus,,
2075,Parker Porter,-0.03394007439425557,1819.483170636078
2079,Matthew Semelsberger,0.03982257735697651,1842.650424725783
2083,Bill Algeo,0.16078961540751374,1880.6435559441034
2088,Alexandr Romanov,0.6807986196634047,2043.9671410446017
2093,Ludovit Klein,-0.1460757016937151,1784.2637945903728
2097,Dusko Todorovic,-0.08708345832342443,1802.7919827592373
2098,Nassourdine Imavov,-0.27402281287676367,1744.0783733175817
2100,Dricus Du Plessis,0.26219504445375735,1912.4928087165356
2102,Ilia Topuria,0.047373235351361245,1845.0219231487295
2104,Stephanie Egger,-0.10971605578699152,1795.6835732362604
2105,Tagir Ulanbekov,0.3200135337787089,1930.652346117544
2106,Guram Kutateladze,-0.4407016116827929,1691.7281663818392
2107,Mateusz Gamrot,-0.4010846623327047,1704.1709936129948
2109,Phil Hawes,0.8132050997171463,2085.5531536634776
2110,Jacob Malkoun,-0.46722218822551076,1683.3986266922584
2112,Shavkat Rakhmonov,0.16215015968897026,1881.0708734865245
2113,Miranda Maverick,-0.2067746633622549,1765.1995631050554
2115,Adrian Yanez,,
2119,Ramiz Brahimaj,-0.4179498115343013,1698.8740148908646
2120,Cory McKenna,-0.13942779035404265,1786.3517598073968
2121,Kanako Murata,-0.2574074800402314,1749.2968901207353
2122,Jared Gooden,-0.04335187597743354,1816.5271272517548
2123,Dustin Stoltzfus,-0.3537464956991678,1719.038888252122
2126,Josh Parisian,0.24679394791127848,1907.655657280291
2127,Jordan Leavitt,-0.0345812204199516,1819.281800531652
2128,Sam Hughes,-0.3116395993922519,1732.2637539871705
2129,Tafon Nchukwi,-0.25656010493376913,1749.5630323205428
2130,Jamie Pickett,-0.651334834607291,1625.572825170915
2131,Jimmy Flick,0.3273156521709376,1932.9457836251381
2132,Joselyne Edwards,-0.157076712818483,1780.8086148494017
2136,Umar Nurmagomedov,-0.22411189459049868,1759.7543136252605
2138,Manon Fiorot,-0.26914426378418443,1745.6106201082484
2139,Victoria Leonardo,-0.4357755984878465,1693.275320620836
2140,Michael Chandler,-0.01077922601198212,1826.7574923512855
2141,Manel Kape,-0.013659578746668611,1825.8528358335466
2142,Phil Rowe,0.03473565164173164,1841.052731343257
2143,Casey O'Neill,0.34530354645924244,1938.5953923040852
2146,Ronnie Lawrence,0.23780666199670258,1904.8329450890049
2147,Carlos Ulberg,0.32401558982013307,1931.9093053915356
2148,Uros Medic,1.17759454516718,2200.0
2150,Rafa Garcia,-0.4091897787904672,1701.6253517746711
2152,Montserrat Conejo Ruiz,-0.3412946651689644,1722.9497390001138
2156,JP Buys,-0.4152222374936962,1699.730686924027
2158,Ignacio Bahamondes,,
2160,Loopy Godinez,-0.31638910806986564,1730.7720360008564
2162,Pat Sabatini,0.10558233884914435,1863.3041440159388
2163,Rongzhu,0.36474732454436887,1944.70226260589
2165,Aoriqileng,0.02771482227920416,1838.8476406381303
2166,Liang Na,0.3181480491059034,1930.0664377155376
2167,Luana Pinheiro,-0.5433062064435346,1659.5022815856948
2168,Carlston Harris,0.1868087806858415,1888.815613196573
2169,Tucker Lutz,,
2170,Chris Barnett,0.7115578626279654,2053.6279542129005
2171,Shayilan Nuerdanbieke,-0.25126415812691977,1751.2263747086881
2174,Gregory Rodrigues,0.020682465913779452,1836.6389295506194
2175,Kamuela Kirk,-0.31329475121804196,1731.7439065847962
2176,Tabatha Ricci,-0.28241358670817457,1741.443012674405
2177,Terrance McKinney,0.8138092450043011,2085.7429026359227
2178,Jeremiah Wells,-0.1968416734411809,1768.3193004776772
2180,Preston Parsons,-0.22613164402253788,1759.1199539977433
2181,Elise Reed,-0.222290644422049,1760.326328925845
2182,Melsik Baghdasaryan,,
2184,Orion Cosce,,
2185,Melissa Gatto,-0.028278068083960738,1821.261484399668
2187,Josiane Nunes,0.5918868887033012,2016.0418887142607
2188,Bryan Battle,0.29208223051669335,1921.8797276668129
2189,Gilbert Urbina,0.6489592912473051,2033.9670963885465
2190,Ricky Turcios,-0.18934139343195683,1770.674976264709
2191,Brady Hiestand,0.3965414496839525,1954.688109890133
2192,Andre Petroski,-0.26385725332077525,1747.2711557841324
2194,Vanessa Demopoulos,0.0436788454624268,1843.8615951611723
2196,Paddy Pimblett,0.05138138217006758,1846.2807954041762
2198,Mandy Bohm,-0.6837536445110404,1615.3907779085825
2200,Erin Blanchfield,0.4707002677431743,1977.9797912516497
2202,Cody Brundage,-0.15549010114519946,1781.306935271783
2204,Mike Breeden,0.46824141060136976,1977.207517386461
2207,Istela Nunes,0.7034840458987163,2051.0921429425703
2208,David Onama,0.24296085507746895,1906.451765696651
2209,Maria Oliveira,-0.03977221494770259,1817.6514213851935
2210,Daniel Lacerda,1.031382073363949,2154.07782387253
2212,Albert Duraev,-0.5218903116608283,1666.2285511029922
2213,Benoit Saint Denis,0.4198562163615158,1962.010774014017
2215,Alex Pereira,-0.02454242909161012,1822.4347678387596
2216,Chris Curtis,0.04840992885976808,1845.3475261653266
2217,Ian Machado Garry,-0.22536040505202704,1759.3621834833912
2219,CJ Vergara,0.07583410275313478,1853.9608662460303
2220,Natan Levy,0.19428174726357045,1891.162710425317
2222,Viacheslav Borshchev,0.005386591167536831,1831.8348260055677
2223,Joanderson Brito,0.6744992144668316,2041.9886340720593
2224,Joseph Holmes,0.2921173966683084,1921.8907725947063
2225,Andre Fialho,-0.21817102035584338,1761.6202137744772
2226,Michael Morales,,
2227,Victor Henry,0.18943159618580876,1889.6393828371101
2228,Jack Della Maddalena,0.3585790829561837,1942.7649512868484
2229,Pete Rodriguez,,
2231,Genaro Valdez,,
2232,Jasmine Jasudavicius,0.1482354450598885,1876.7005624721528
2233,Tresean Gore,0.055525043057321005,1847.5822296985984
2234,Chidi Njokuani,0.08117502370314733,1855.6383340401555
2235,Jailton Almeida,0.6075988998396626,2020.9766917021466
2236,Denys Bondar,0.048180207145848634,1845.275375541807
2237,AJ Dobson,0.015963777502251496,1835.1568915435166
2238,Blood Diamond,-0.6867028793436908,1614.4644870131758
2239,Nikolas Motta,,
2240,Chad Anheliger,0.2705816263356433,1915.126852759001
2241,Christian Rodriguez,-0.5157652954058045,1668.1522862794645
2243,Armen Petrosyan,-0.12170700224751019,1791.917476209763
2245,Carlos Hernandez,-0.4806748110773268,1679.1734487142203
2246,Victor Altamirano,-0.15855995088113514,1780.3427618430742
2247,AJ Fletcher,0.5073347640946426,1989.4858944796788
2248,Javid Basharat,-0.3771412426026369,1711.6911040685368
2249,Azamat Murzakanov,-0.3383916901846649,1723.8615006773396
2250,Muhammad Mokaev,-0.09290547953772582,1800.9634117739877
2251,Aliaskhab Khizriev,,
2252,Denis Tiuliulin,-0.3090521002690207,1733.0764315173512
2253,Josh Fremd,0.2412603635102803,1905.9176780617959
2254,Mike Malott,0.31261877318556913,1928.3298116976648
2255,Piera Rodriguez,-0.33572205019917956,1724.6999768763835
2256,Daniel Santos,0.31980703646787045,1930.5874897768967
2257,Caio Borralho,-0.012912865958508504,1826.0873621755995
2259,Ange Loosa,0.017457607782147527,1835.6260713362653
2260,Martin Buday,,
2261,Trey Ogden,-0.3119770306239287,1732.1577741329154
2262,Evan Elder,0.09178723922085952,1858.9714014871165
2264,Yohan Lainesse,-0.20700652692017235,1765.126739774645
2266,Kleydson Rodrigues,,
2267,Fernie Garcia,-0.47839552638249366,1679.8893227563583
2268,Manuel Torres,0.6448760179890105,2032.6846285427368
2269,Jake Hadley,0.0025478627015669553,1830.9432427706727
