event_id,winner,loser,weight_class,title_fight,true_method,round_end,time,outcome,fight_url
299,Sergio Pettis,Matt Hobar,Bantamweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/2417f4130d707978
299,Clay Collard,Alex White,Featherweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/bf1a7590c455bc7b
300,Carla Esparza,Rose Namajunas,Women's Strawweight,Yes,SUB,3,1:26,win,http://www.ufcstats.com/fight-details/73c70a628f0ef14b
300,Charles Oliveira,Jeremy Stephens,Featherweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/18ba44e67d5c5f38
300,KJ Noons,Daron Cruickshank,Lightweight,No,CNC,2,0:25,win,http://www.ufcstats.com/fight-details/da3210cd829fceb7
300,Yancy Medeiros,Joe Proctor,Lightweight,No,SUB,1,4:37,win,http://www.ufcstats.com/fight-details/d417609ea9670fb3
300,Jessica Penne,Randa Markos,Women's Strawweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/fa2bed87e5d6c568
300,Felice Herrig,Lisa Ellis,Women's Strawweight,No,SUB,2,3:05,win,http://www.ufcstats.com/fight-details/e1cfe75b3a8fe709
300,Heather Clark,Bec Rawlings,Women's Strawweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/54afe8c42e2062d6
300,Joanne Wood,Seo Hee Ham,Women's Strawweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/b079f3d5ad290afb
300,Tecia Pennington,Angela Magana,Women's Strawweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/ed3222701a8c0521
300,Aisling Daly,Alex Chambers,Women's Strawweight,No,SUB,1,4:53,win,http://www.ufcstats.com/fight-details/a2c28daf0be59fa7
300,Angela Hill,Emily Kagan,Women's Strawweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/d643fc29c147d33c
301,Junior Dos Santos,Stipe Miocic,Heavyweight,No,U-DEC,5,5:00,win,http://www.ufcstats.com/fight-details/2ab2753040f455e0
301,Rafael Dos Anjos,Nate Diaz,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/d4bfe75b61d2cbc6
301,Alistair Overeem,Stefan Struve,Heavyweight,No,KO/TKO,1,4:13,win,http://www.ufcstats.com/fight-details/002921976d27b7da
301,Matt Mitrione,Gabriel Gonzaga,Heavyweight,No,KO/TKO,1,1:59,win,http://www.ufcstats.com/fight-details/5a346087f4120fa3
301,Joanna Jedrzejczyk,Claudia Gadelha,Women's Strawweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/70d69cf33984d7d1
301,John Moraga,Willie Gates,Flyweight,No,SUB,3,4:06,win,http://www.ufcstats.com/fight-details/64f5c4f3f3d8ad2c
301,Ben Saunders,Joe Riggs,Welterweight,No,SUB,1,0:57,win,http://www.ufcstats.com/fight-details/1cf53a0b9db52ac6
301,Drew Dober,Jamie Varner,Lightweight,No,SUB,1,1:52,win,http://www.ufcstats.com/fight-details/deaeb2383bbd32bf
301,Bryan Barberena,Joe Ellenberger,Lightweight,No,KO/TKO,3,3:24,win,http://www.ufcstats.com/fight-details/7ab72866ff2a6a7e
301,David Michaud,Garett Whiteley,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/a4816be2c49e3942
301,Henry Cejudo,Dustin Kimura,Bantamweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/383f0de18e7ab9c5
301,Ian Entwistle,Anthony Birchak,Bantamweight,No,SUB,1,1:04,win,http://www.ufcstats.com/fight-details/1b23096378482313
302,Lyoto Machida,CB Dollaway,Middleweight,No,KO/TKO,1,1:02,win,http://www.ufcstats.com/fight-details/b57aaf04af8bdd34
302,Renan Barao,Mitch Gagnon,Bantamweight,No,SUB,3,3:53,win,http://www.ufcstats.com/fight-details/53e818dd5abdf787
302,Patrick Cummins,Antonio Carlos Junior,Light Heavyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/e17c7b239e8d6c32
302,Rashid Magomedov,Elias Silverio,Lightweight,No,KO/TKO,3,4:57,win,http://www.ufcstats.com/fight-details/8040697ea2f36dbd
302,Erick Silva,Mike Rhodes,Welterweight,No,SUB,1,1:15,win,http://www.ufcstats.com/fight-details/647f6d2b9b784222
302,Daniel Sarafian,Antonio Dos Santos,Middleweight,No,KO/TKO,2,1:01,win,http://www.ufcstats.com/fight-details/317e6940e8bf5290
302,Marcos Rogerio de Lima,Igor Pokrajac,Light Heavyweight,No,KO/TKO,1,1:59,win,http://www.ufcstats.com/fight-details/d92abff61b0ff5db
302,Renato Moicano,Tom Niinimaki,Featherweight,No,SUB,2,3:30,win,http://www.ufcstats.com/fight-details/c26a094aa7ce817e
302,Hacran Dias,Darren Elkins,Featherweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/9f5c84d05107f42b
302,Leandro Issa,Yuta Sasaki,Bantamweight,No,SUB,2,4:13,win,http://www.ufcstats.com/fight-details/fb4bce82541b4061
302,Tim Means,Marcio Alexandre Junior,Welterweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/b9893ab3bed62e60
302,Vitor Miranda,Jake Collier,Middleweight,No,KO/TKO,1,4:59,win,http://www.ufcstats.com/fight-details/8a6ecf3dc2b17c19
303,Jon Jones,Daniel Cormier,Light Heavyweight,Yes,U-DEC,5,5:00,win,http://www.ufcstats.com/fight-details/57385188587c83b9
303,Donald Cerrone,Myles Jury,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/f4d91498ca3f0a1f
303,Brad Tavares,Nate Marquardt,Middleweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/b2cda211e0e72811
303,Kyoji Horiguchi,Louis Gaudinot,Flyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/f81cd5b3903bccf8
303,Hector Lombard,Joshua Burkman,Welterweight,No,Overturned,3,5:00,win,http://www.ufcstats.com/fight-details/f3100979573e2895
303,Paul Felder,Danny Castillo,Lightweight,No,KO/TKO,2,2:09,win,http://www.ufcstats.com/fight-details/cee94cd937bf64f2
303,Cody Garbrandt,Marcus Brimage,Bantamweight,No,KO/TKO,3,4:50,win,http://www.ufcstats.com/fight-details/22e7485bceb841af
303,Shawn Jordan,Jared Cannonier,Heavyweight,No,KO/TKO,1,2:57,win,http://www.ufcstats.com/fight-details/c0ca05832f518fef
303,Evan Dunham,Rodrigo Damm,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/b10a94377bce3e22
303,Omari Akhmedov,Mats Nilsson,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/e4a9c93ff23eb5bb
303,Marion Reneau,Alexis Dufresne,Women's Bantamweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/e0f49380b9d31de0
304,Conor McGregor,Dennis Siver,Featherweight,No,KO/TKO,2,1:54,win,http://www.ufcstats.com/fight-details/3d468536e8904b93
304,Donald Cerrone,Benson Henderson,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/93569f4876c20488
304,Uriah Hall,Ron Stallings,Middleweight,No,KO/TKO,1,3:37,win,http://www.ufcstats.com/fight-details/837a7a922066b214
304,Gleison Tibau,Norman Parke,Lightweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/293919e355b362b1
304,Cathal Pendred,Sean Spencer,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/6359bba789ce28ae
304,Lorenz Larkin,John Howard,Welterweight,No,KO/TKO,1,2:17,win,http://www.ufcstats.com/fight-details/90e5169190971647
304,Chris Wade,Zhang Lipeng,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/cf38ced734978fb8
304,Paddy Holohan,Shane Howell,Flyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/2d24929eaadf0351
304,Johnny Case,Frankie Perez,Lightweight,No,KO/TKO,3,1:54,win,http://www.ufcstats.com/fight-details/53d2d2de5c4cccf2
304,Charles Rosa,Sean Soriano,Featherweight,No,SUB,3,4:43,win,http://www.ufcstats.com/fight-details/85e57ad2b3831621
304,Sean O'Connell,Matt Van Buren,Light Heavyweight,No,KO/TKO,3,2:11,win,http://www.ufcstats.com/fight-details/4d3cd5ecf4276c92
304,Joby Sanchez,Tateki Matsuda,Flyweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/a4a78ec539238a5f
305,Anthony Johnson,Alexander Gustafsson,Light Heavyweight,No,KO/TKO,1,2:15,win,http://www.ufcstats.com/fight-details/f47a32ec7dfda660
305,Gegard Mousasi,Dan Henderson,Middleweight,No,KO/TKO,1,1:10,win,http://www.ufcstats.com/fight-details/c910d2fe570b368a
305,Ryan Bader,Phil Davis,Light Heavyweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/c3544bce29be1281
305,Sam Sicilia,Akira Corassani,Featherweight,No,KO/TKO,1,3:26,win,http://www.ufcstats.com/fight-details/eb0775cf8ee7a4e6
305,Albert Tumenov,Nicholas Musoke,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/eab6e19a2a2a67f0
305,Kenny Robertson,Sultan Aliev,Welterweight,No,KO/TKO,1,2:42,win,http://www.ufcstats.com/fight-details/c565bf49fce2a4cd
305,Makwan Amirkhani,Andy Ogle,Featherweight,No,KO/TKO,1,0:08,win,http://www.ufcstats.com/fight-details/9c1d4f57a997a490
305,Nikita Krylov,Stanislav Nedkov,Light Heavyweight,No,SUB,1,1:24,win,http://www.ufcstats.com/fight-details/b2398418be9a3442
305,Mairbek Taisumov,Anthony Christodoulou,Lightweight,No,KO/TKO,2,0:38,win,http://www.ufcstats.com/fight-details/ee65977baeca3c85
305,Mirsad Bektic,Paul Redmond,Featherweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/c740ceb0427b6317
305,Viktor Pesta,Konstantin Erokhin,Heavyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/96f09d5db68951ef
305,Neil Seery,Chris Beal,Flyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/f88fefd5df0ba06c
306,Anderson Silva,Nick Diaz,Middleweight,No,Overturned,5,5:00,win,http://www.ufcstats.com/fight-details/f4e490d25bd62d39
306,Tyron Woodley,Kelvin Gastelum,Welterweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/d52a5d085bfa569b
306,Al Iaquinta,Joe Lauzon,Lightweight,No,KO/TKO,2,3:34,win,http://www.ufcstats.com/fight-details/cbb4673397b5e96f
306,Thales Leites,Tim Boetsch,Middleweight,No,SUB,2,3:45,win,http://www.ufcstats.com/fight-details/776a8a645868f616
306,Thiago Alves,Jordan Mein,Welterweight,No,KO/TKO,2,0:39,win,http://www.ufcstats.com/fight-details/0a2f344e419bd4fd
306,Miesha Tate,Sara McMann,Women's Bantamweight,No,M-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/7fa227a1c5ef2238
306,Derek Brunson,Ed Herman,Middleweight,No,KO/TKO,1,0:36,win,http://www.ufcstats.com/fight-details/b347480405118de5
306,John Lineker,Ian McCall,Flyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/c699c0e56664ff11
306,Rafael Natal,Tom Watson,Middleweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/fa537adfb4a7b719
306,Ildemar Alcantara,Richardson Moreira,Middleweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/5b0ebb843af7465e
306,Thiago Santos,Andy Enz,Middleweight,No,KO/TKO,1,1:56,win,http://www.ufcstats.com/fight-details/6451724f8a836167
307,Benson Henderson,Brandon Thatch,Welterweight,No,SUB,4,3:58,win,http://www.ufcstats.com/fight-details/fb5ce6329f243d8b
307,Max Holloway,Cole Miller,Featherweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/509bd83b00e4ab7c
307,Neil Magny,Kiichi Kunimoto,Welterweight,No,SUB,3,1:22,win,http://www.ufcstats.com/fight-details/0bdb170e1fef36b6
307,Daniel Kelly,Patrick Walsh,Middleweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/60820d105e57d5d6
307,Kevin Lee,Michel Prazeres,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/dcee56e0cbfacb45
307,Ray Borg,Chris Kelades,Flyweight,No,SUB,3,2:56,win,http://www.ufcstats.com/fight-details/1a3572d1502efdf4
307,Efrain Escudero,Rodrigo de Lima,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/a4badfa86304f799
307,Chas Skelly,Jim Alers,Featherweight,No,KO/TKO,2,4:59,win,http://www.ufcstats.com/fight-details/b91807add93763c9
307,Zach Makovsky,Tim Elliott,Flyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/93ac52a9fdca03e1
307,James Moontasri,Cody Pfister,Lightweight,No,SUB,2,1:49,win,http://www.ufcstats.com/fight-details/357781ff34a3d39f
308,Frank Mir,Antonio Silva,Heavyweight,No,KO/TKO,1,1:40,win,http://www.ufcstats.com/fight-details/223f9a750428e1d0
308,Michael Johnson,Edson Barboza,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/d785f22c4cc99a3d
308,Sam Alvey,Cezar Ferreira,Middleweight,No,KO/TKO,1,3:34,win,http://www.ufcstats.com/fight-details/1574bb7476c9e556
308,Adriano Martins,Rustam Khabilov,Lightweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/4228886e94a25a63
308,Frankie Saenz,Iuri Alcantara,Bantamweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/c7cbf6b47051fa7d
308,Santiago Ponzinibbio,Sean Strickland,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/82e713f037e37fe9
308,Marion Reneau,Jessica Andrade,Women's Bantamweight,No,SUB,1,1:54,win,http://www.ufcstats.com/fight-details/76726a66840ccfa4
308,Matt Dwyer,William Macario,Welterweight,No,KO/TKO,1,3:14,win,http://www.ufcstats.com/fight-details/ec659c4e19f62700
308,Mike de la Torre,Tiago dos Santos e Silva,Featherweight,No,KO/TKO,1,2:59,win,http://www.ufcstats.com/fight-details/a7ff11c5dfe65e86
308,Douglas Silva de Andrade,Cody Gibson,Bantamweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/10cff9ac7ce89c28
308,Ivan Jorge,Josh Shockley,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/b6a609806d44659f
309,Ronda Rousey,Cat Zingano,Women's Bantamweight,Yes,SUB,1,0:14,win,http://www.ufcstats.com/fight-details/e083c7ae1548e08a
309,Holly Holm,Raquel Pennington,Women's Bantamweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/31e62d34abc3a762
309,Jake Ellenberger,Josh Koscheck,Welterweight,No,SUB,2,4:20,win,http://www.ufcstats.com/fight-details/618b581f14a37e06
309,Alan Jouban,Richard Walsh,Welterweight,No,KO/TKO,1,2:19,win,http://www.ufcstats.com/fight-details/9f4bc2063685211c
309,Tony Ferguson,Gleison Tibau,Lightweight,No,SUB,1,2:37,win,http://www.ufcstats.com/fight-details/ffea776913451b6d
309,Roan Carneiro,Mark Munoz,Middleweight,No,SUB,1,1:40,win,http://www.ufcstats.com/fight-details/fe49ef11584415d0
309,Roman Salazar,Norifumi Yamamoto,Bantamweight,No,CNC,2,2:37,win,http://www.ufcstats.com/fight-details/28255055879685bc
309,Tim Means,Dhiego Lima,Welterweight,No,KO/TKO,1,2:17,win,http://www.ufcstats.com/fight-details/203b3098d892c3b1
309,Derrick Lewis,Ruan Potts,Heavyweight,No,KO/TKO,2,3:18,win,http://www.ufcstats.com/fight-details/f3e1c02ce14bccfe
309,Valmir Lazaro,James Krause,Lightweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/adc1038ed2e76391
309,Masio Fullen,Alex Torres,Featherweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/5c827dd56a08f700
310,Rafael Dos Anjos,Anthony Pettis,Lightweight,Yes,U-DEC,5,5:00,win,http://www.ufcstats.com/fight-details/39e6cba2480c6d82
310,Joanna Jedrzejczyk,Carla Esparza,Women's Strawweight,Yes,KO/TKO,2,4:17,win,http://www.ufcstats.com/fight-details/bd52e19f2fbefdde
310,Johny Hendricks,Matt Brown,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/66aa57912b5c5170
310,Alistair Overeem,Roy Nelson,Heavyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/7685da6f627bd98f
310,Henry Cejudo,Chris Cariaso,Flyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/6b07c3a9a95493cf
310,Ross Pearson,Sam Stout,Lightweight,No,KO/TKO,2,1:33,win,http://www.ufcstats.com/fight-details/0337fa731f5b02c1
310,Elias Theodorou,Roger Narvaez,Middleweight,No,KO/TKO,2,4:07,win,http://www.ufcstats.com/fight-details/27e421b97bf57d3d
310,Beneil Dariush,Daron Cruickshank,Lightweight,No,SUB,2,2:38,win,http://www.ufcstats.com/fight-details/d61a7b593218234b
310,Jared Rosholt,Josh Copeland,Heavyweight,No,KO/TKO,3,3:12,win,http://www.ufcstats.com/fight-details/0027e179b743c86c
310,Ryan Benoit,Sergio Pettis,Flyweight,No,KO/TKO,2,1:34,win,http://www.ufcstats.com/fight-details/875304f54becda0e
310,Joe Duffy,Jake Lindsey,Lightweight,No,KO/TKO,1,1:47,win,http://www.ufcstats.com/fight-details/d4d6c5ff6bef93ce
310,Germaine de Randamie,Larissa Pacheco,Women's Bantamweight,No,KO/TKO,2,2:02,win,http://www.ufcstats.com/fight-details/1cde536c460b1a0e
311,Demian Maia,Ryan LaFlare,Welterweight,No,U-DEC,5,5:00,win,http://www.ufcstats.com/fight-details/bc096e8ae14582ec
311,Erick Silva,Josh Koscheck,Welterweight,No,SUB,1,4:21,win,http://www.ufcstats.com/fight-details/1641d396e409a350
311,Leonardo Santos,Anthony Rocco Martin,Lightweight,No,SUB,2,2:29,win,http://www.ufcstats.com/fight-details/0eac602503b48b1a
311,Amanda Nunes,Shayna Baszler,Women's Bantamweight,No,KO/TKO,1,1:56,win,http://www.ufcstats.com/fight-details/fe5427398fd9d9dc
311,Gilbert Burns,Alex Oliveira,Lightweight,No,SUB,3,4:14,win,http://www.ufcstats.com/fight-details/55c6d02e838dc60f
311,Godofredo Pepey,Andre Fili,Featherweight,No,SUB,1,3:14,win,http://www.ufcstats.com/fight-details/9150344ed35f355d
311,Francisco Trinaldo,Akbarh Arreola,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/22a243c5fba0fb46
311,Edimilson Souza,Katsunori Kikuno,Featherweight,No,KO/TKO,1,1:31,win,http://www.ufcstats.com/fight-details/7259a1046143e632
311,Leandro Silva,Drew Dober,Lightweight,No,Overturned,2,2:45,win,http://www.ufcstats.com/fight-details/b068a4ee6d842606
311,Leonardo Mafra,Cain Carrizosa,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/632f6960544caa3c
311,Christos Giagos,Jorge de Oliveira,Lightweight,No,SUB,1,3:12,win,http://www.ufcstats.com/fight-details/0c299ce3719d9ea2
311,Fredy Serrano,Bentley Syler,Flyweight,No,KO/TKO,3,1:34,win,http://www.ufcstats.com/fight-details/c3ba8f1a4ddc0dc3
312,Chad Mendes,Ricardo Lamas,Featherweight,No,KO/TKO,1,2:45,win,http://www.ufcstats.com/fight-details/bbebfc54abbb1d8b
312,Al Iaquinta,Jorge Masvidal,Lightweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/634dbcef5111f939
312,Michael Chiesa,Mitch Clarke,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/9eb92b670eebdcd4
312,Julianna Pena,Milana Dudieva,Women's Bantamweight,No,KO/TKO,1,3:59,win,http://www.ufcstats.com/fight-details/cc7afab68363e076
312,Clay Guida,Robert Peralta,Featherweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/0c25bb24dbb63655
312,Dustin Poirier,Diego Ferreira,Lightweight,No,KO/TKO,1,3:45,win,http://www.ufcstats.com/fight-details/12c600dc64edb403
312,Liz Carmouche,Lauren Murphy,Women's Bantamweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/8cf571afc2618df4
312,Alexander Yakovlev,Gray Maynard,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/85dcf9425d3c4e56
312,Timothy Johnson,Shamil Abdurakhimov,Heavyweight,No,KO/TKO,1,4:57,win,http://www.ufcstats.com/fight-details/f9373ab59b7a853b
312,Ron Stallings,Justin Jones,Middleweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/3845a6838fe00265
313,Mirko Filipovic,Gabriel Gonzaga,Heavyweight,No,KO/TKO,3,3:30,win,http://www.ufcstats.com/fight-details/6a7892754af30685
313,Jimi Manuwa,Jan Blachowicz,Light Heavyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/b2bb725b17ab51b8
313,Pawel Pawlak,Sheldon Westcott,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/63c08ecea35e8bee
313,Maryna Moroz,Joanne Wood,Women's Strawweight,No,SUB,1,1:30,win,http://www.ufcstats.com/fight-details/fe9a58e79d54695b
313,Leon Edwards,Seth Baczynski,Welterweight,No,KO/TKO,1,0:08,win,http://www.ufcstats.com/fight-details/ec0a1c09d1b113b8
313,Bartosz Fabinski,Garreth McLellan,Middleweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/badc8c379cc2e6ff
313,Sergio Moraes,Mickael Lebout,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/79e293137ef6421d
313,Yaotzin Meza,Damian Stasiak,Featherweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/439905344ee8035e
313,Anthony Hamilton,Daniel Omielanczuk,Heavyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/a39d0adbeffe49de
313,Aleksandra Albu,Izabela Badurek,Women's Strawweight,No,SUB,2,3:34,win,http://www.ufcstats.com/fight-details/6e652cbaaa406598
313,Stevie Ray,Marcin Bandel,Lightweight,No,KO/TKO,2,1:35,win,http://www.ufcstats.com/fight-details/e8d336f4465e6640
313,Taylor Lapilus,Rocky Lee,Featherweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/8502afcf211973a9
314,Luke Rockhold,Lyoto Machida,Middleweight,No,SUB,2,2:31,win,http://www.ufcstats.com/fight-details/5965800d88e0677c
314,Jacare Souza,Chris Camozzi,Middleweight,No,SUB,1,2:33,win,http://www.ufcstats.com/fight-details/f4717203e762d780
314,Max Holloway,Cub Swanson,Featherweight,No,SUB,3,3:58,win,http://www.ufcstats.com/fight-details/f22d193f3ab42bc5
314,Paige VanZant,Felice Herrig,Women's Strawweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/e2b4130c7b1ff8bc
314,Beneil Dariush,Jim Miller,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/2bcb878e9d02b8f7
314,Ovince Saint Preux,Patrick Cummins,Light Heavyweight,No,KO/TKO,1,4:54,win,http://www.ufcstats.com/fight-details/c19f394f3c237789
314,Gian Villante,Corey Anderson,Light Heavyweight,No,KO/TKO,3,4:18,win,http://www.ufcstats.com/fight-details/6b92396d42918366
314,Aljamain Sterling,Takeya Mizugaki,Bantamweight,No,SUB,3,2:11,win,http://www.ufcstats.com/fight-details/2230a5dbc0907859
314,Tim Means,George Sullivan,Welterweight,No,SUB,3,3:41,win,http://www.ufcstats.com/fight-details/bd246b9789f88e1c
314,Diego Brandao,Jimy Hettes,Featherweight,No,KO/TKO,1,5:00,win,http://www.ufcstats.com/fight-details/4785bf265d05d85f
314,Chris Dempsey,Eddie Gordon,Middleweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/642a8cc1195c5198
315,Demetrious Johnson,Kyoji Horiguchi,Flyweight,Yes,SUB,5,4:59,win,http://www.ufcstats.com/fight-details/6c2097664ac1bf16
315,Quinton Jackson,Fabio Maldonado,Catch Weight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/4669c07f3cc9e35f
315,Michael Bisping,CB Dollaway,Middleweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/ccbbf1ccd4513551
315,John Makdessi,Shane Campbell,Catch Weight,No,KO/TKO,1,4:53,win,http://www.ufcstats.com/fight-details/0c74e600ded0de97
315,Thomas Almeida,Yves Jabouin,Bantamweight,No,KO/TKO,1,4:18,win,http://www.ufcstats.com/fight-details/78f1457371e2ef6b
315,Patrick Cote,Joe Riggs,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/591699203b264f6c
315,Alexis Davis,Sarah Kaufman,Women's Bantamweight,No,SUB,2,3:07,win,http://www.ufcstats.com/fight-details/6b532f492e98d22f
315,Chad Laprise,Bryan Barberena,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/48f23cc8cc5ad9a9
315,Olivier Aubin-Mercier,David Michaud,Lightweight,No,SUB,3,1:35,win,http://www.ufcstats.com/fight-details/0590fb4acc06fa93
315,Nordine Taleb,Chris Clements,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/059dcd0b3b8e0a3f
315,Valerie Letourneau,Jessica Rakoczy,Women's Strawweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/71e123d40fff9edb
315,Randa Markos,Aisling Daly,Women's Strawweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/ab475a3a4487d6d3
316,Stipe Miocic,Mark Hunt,Heavyweight,No,KO/TKO,5,2:47,win,http://www.ufcstats.com/fight-details/57b986d06bde71c2
316,Robert Whittaker,Brad Tavares,Middleweight,No,KO/TKO,1,0:44,win,http://www.ufcstats.com/fight-details/7ec24848cac6c5a1
316,Sean O'Connell,Anthony Perosh,Light Heavyweight,No,KO/TKO,1,0:56,win,http://www.ufcstats.com/fight-details/0fa31c9f7495810b
316,James Vick,Jake Matthews,Lightweight,No,SUB,1,4:53,win,http://www.ufcstats.com/fight-details/418b6f692abe9e35
316,Dan Hooker,Hatsu Hioki,Featherweight,No,KO/TKO,2,4:13,win,http://www.ufcstats.com/fight-details/4f722e80eadb6d2f
316,Kyle Noke,Jonavin Webb,Welterweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/43baf5b905686ebf
316,Sam Alvey,Daniel Kelly,Middleweight,No,KO/TKO,1,0:49,win,http://www.ufcstats.com/fight-details/f208b79b0d78045b
316,Bec Rawlings,Lisa Ellis,Women's Strawweight,No,SUB,1,4:09,win,http://www.ufcstats.com/fight-details/e4549c57faca7a64
316,Brad Scott,Dylan Andrews,Middleweight,No,SUB,2,4:54,win,http://www.ufcstats.com/fight-details/8a39075a9ffaa971
316,Alex Chambers,Kailin Curran,Women's Strawweight,No,SUB,3,3:15,win,http://www.ufcstats.com/fight-details/d1c4c06780cbd36e
316,Brendan O'Reilly,Vik Grujic,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/979269d4ab5784af
316,Ben Nguyen,Alptekin Ozkilic,Flyweight,No,KO/TKO,1,4:59,win,http://www.ufcstats.com/fight-details/398f4857f9692204
317,Frankie Edgar,Urijah Faber,Featherweight,No,U-DEC,5,5:00,win,http://www.ufcstats.com/fight-details/7d60cb78ea70fae0
