fighter_id,strikingVolume,strikingSuccess,strikingDefense,knockdownsPerMin,grappingSuccess,grapplingDefense,finishingAbility,controlDominance
229,3.6759086104561347,0.44678327898013637,3.473453126270429,0.03414911781445646,0.07905791798791229,0.32075471698113206,0.2619047619047619,0.9470779220779221
268,4.713949227950798,0.4681846537741734,4.657419523684899,0.031405391258832765,0.0948769955509029,0.38181818181818183,0.32,1.79768177028451
408,3.353892098941765,0.49340974212034383,3.6655197039537755,0.011686035187950401,0.19059366913681008,0.325,0.34615384615384615,1.684081130915796
457,3.139740914281214,0.3715403969807101,2.6270819388116706,0.014174902547544985,0.14475054172527155,0.3108108108108108,0.1891891891891892,3.50390625
581,3.908641677714837,0.5314650934119961,2.76967578642883,0.05062070627937809,0.10811459391518449,0.46078431372549017,0.5,0.6801316029976239
596,4.181614349775785,0.5747303543913713,2.438340807174888,0.014013452914798205,0.0943147846174752,0.3181818181818182,0.5,4.363457760314342
607,3.4018720270062914,0.43090379008746355,3.1026545956728557,0.01611170784103115,0.19201169344569083,0.5576923076923077,0.4222222222222222,1.9726962457337884
612,3.4625306538424785,0.42836879432624114,3.2523328768432114,0.009554444409057613,0.12321423999390516,0.45569620253164556,0.25,1.1267738883632923
723,3.543852893039376,0.4264859228362878,3.075960335034177,0.011552902666795031,0.13466074456976546,0.3684210526315789,0.2413793103448276,1.7536708860759493
735,4.456905023411758,0.40131168019987506,3.732007630498873,0.013873634314122203,0.08214101663729177,0.3076923076923077,0.13043478260869565,2.226092463584547
740,3.577370188581762,0.44573194283507145,3.161973650219582,0.015499870834409714,0.0765893617553187,0.22972972972972974,0.08,1.5536547433903578
750,2.9832552768332583,0.511889035667107,3.129531019439276,0.030794893180214278,0.16176546841370265,0.48148148148148145,0.5882352941176471,1.3883315733896515
773,4.849865585273613,0.4582795143373805,3.9121520025516014,0.04374174146808219,0.0781735852588361,0.4523809523809524,0.3,1.6784769962982549
777,4.124039994203739,0.4154744525547445,3.9124764526880162,0.01738878423416896,0.06035137639252985,0.34615384615384615,0.2,0.9197002141327623
791,5.162397857584289,0.4017313241423533,4.511433083842615,0.0329602417084392,0.01147103148931864,0.16666666666666666,0.15,1.966542750929368
792,5.160891089108911,0.48180242634315423,4.275990099009901,0.040222772277227724,0.09944822607260725,0.4157303370786517,0.4838709677419355,0.9379863813229572
796,2.1317157712305024,0.4685714285714286,1.8804159445407278,0.02166377816291161,0.19892530669113398,0.45454545454545453,0.3333333333333333,1.6976813317479191
812,3.8548040350587067,0.501937984496124,2.6194807342483877,0.01984455101703324,0.08330895167342993,0.4827586206896552,0.35,0.8396153846153847
827,3.3425261996690567,0.39391575663026523,4.858246001103144,0.006618863761720904,0.10132878704307276,0.5,0.5,1.2333984375
829,3.92497459114848,0.46199021207177815,3.376143398318396,0.016631248267578305,0.08059394739748008,0.37254901960784315,0.2,0.8853652196516766
832,4.071653795183476,0.4489117291414752,3.5698944386053104,0.016451126445185763,0.08924736096513276,0.1568627450980392,0.18181818181818182,1.4639265413205071
838,4.990179229069481,0.4739419377404687,4.283083722072182,0.0110483672968328,0.08743654118783808,0.4583333333333333,0.4583333333333333,1.7887232663642256
881,4.571163653222068,0.5035750766087844,4.107556791840519,0.03708854891052388,0.08849095966620306,0.3793103448275862,0.47368421052631576,2.9280920421860017
886,5.173401209035953,0.434991974317817,4.505249761374483,0.03181673560292714,0.04424973690007098,0.45161290322580644,0.3333333333333333,1.2117962466487935
893,5.223775082930012,0.49766863537457257,4.4765892653216595,0.039153841970743376,0.05777910707488172,0.32894736842105265,0.28,0.7685352622061483
924,2.4496246542868434,0.4606240713224368,3.6586329514026077,0.007902015013828527,0.10139081589836414,0.4878048780487805,0.35714285714285715,0.8914261094355881
929,6.310119808030937,0.46109597335755376,4.80613196146808,0.012429651624486414,0.01911798797480529,0.2692307692307692,0.43333333333333335,0.5862068965517241
932,3.543320015324832,0.4411283728536386,3.3298670023534567,0.019703355043511575,0.03224185370756439,0.42105263157894735,0.2857142857142857,0.42039704165044767
936,4.647326835457639,0.4463276836158192,4.045215987081146,0.03806447892035296,0.0712690082088548,0.59375,0.26666666666666666,1.0638810767376456
956,2.965531307362839,0.42764705882352944,3.0879053640628187,0.004079135223332654,0.12461175373677923,0.5047619047619047,0.1,0.9056603773584906
962,1.6291532690246517,0.4293785310734463,1.5862808145766345,0.0,0.12125759199714184,0.5833333333333334,0.4,1.1286997006983706
1009,2.841882495213141,0.5669481302774427,1.9832711881487455,0.02418623400181397,0.1591344259892078,0.3939393939393939,0.5,0.9183187946074544
1017,4.328086164043082,0.440175261206606,3.6222038111019055,0.03976801988400994,0.03491300745650373,0.28125,0.2608695652173913,1.425414364640884
1030,2.8525561867127687,0.3973168214654283,3.8083477401827612,0.0,0.14916491726352185,0.6428571428571429,0.09090909090909091,0.8811434302908726
1039,4.885133962154968,0.4522661523625844,5.419825241594816,0.01041606388519183,0.05251432208784214,0.45454545454545453,0.18518518518518517,0.9644422795908427
1045,3.1261996161228405,0.4592879802608389,2.7783109404990403,0.02399232245681382,0.1058675177431594,0.5806451612903226,0.23529411764705882,0.9441758241758241
1051,3.2882968601332068,0.4877222692633362,3.1627021883920077,0.022835394862036156,0.1780555315284145,0.3939393939393939,0.2857142857142857,1.6177135110709444
1057,2.369657641530544,0.4002267573696145,2.6113224434996645,0.020138733497426717,0.09093093989043866,0.34782608695652173,0.3125,1.4551724137931035
1065,3.5485759914825663,0.41704204204204204,3.666755389938781,0.03194037796113921,0.05713313290600714,0.4305555555555556,0.21739130434782608,0.8218015665796344
1068,2.6803213560519112,0.5044865403788634,2.2300697448574205,0.005297077778758718,0.10512933698243138,0.37142857142857144,0.23076923076923078,1.123820309550774
1082,3.2591667612668864,0.4393939393939394,3.7938472017255083,0.030650471109092973,0.04262018123176163,0.3939393939393939,0.3181818181818182,0.31384842338189195
1086,3.714581446500194,0.49279093717816685,3.159529046448441,0.03493336783542502,0.056281537068184756,0.410958904109589,0.39285714285714285,0.5691854759568205
1090,4.589029243813809,0.46971307120085015,4.734383111264925,0.0207648382073023,0.15141027859491263,0.5555555555555556,0.125,1.070336391437309
1104,4.109857133537739,0.5218687872763419,4.164655228651576,0.023484897905929936,0.08569269576184572,0.5121951219512195,0.4583333333333333,0.9688979039891819
1111,5.353021466683211,0.446583850931677,6.592629358481202,0.02978036977292468,0.09648632998304174,0.6666666666666666,0.32142857142857145,1.0211081794195251
1113,2.049966239027684,0.3904320987654321,2.738690074274139,0.016205266711681297,0.04486458098882136,0.6428571428571429,0.4,0.5567970204841713
1117,3.840508806262231,0.4810049019607843,2.5293542074363993,0.009784735812133072,0.1424837779379957,0.55,0.5555555555555556,2.0863636363636364
1122,3.0288014865283373,0.37673343605546994,2.8058222359863736,0.030969340353050483,0.030377746543742205,0.6923076923076923,0.42857142857142855,0.9463203463203463
1141,3.8503319251659622,0.41790393013100435,4.140012070006035,0.016093341380004022,0.06382826847327402,0.5,0.16666666666666666,0.9843875100080064
1146,4.766398514851485,0.41562120598947794,3.828898514851485,0.03712871287128713,0.029848004331683168,0.42857142857142855,0.3684210526315789,1.1766723842195541
